Tree_Sp_Name,Eq_1,Eq_2,Eq_3,Eq_4,Eq_5,Notes 
Lemuriatyphlops_microcephalus,,,,,,
Lemuriatyphlops_domerguei,,,,,,
Lemuriatyphlops_reuteri,,,,,,
Indotyphlops_jerdoni,,,,,,
Indotyphlops_malcolmi,,,,,,
Indotyphlops_filiformis,,,,,,
Indotyphlops_ahsanai,,,,,,
Indotyphlops_fletcheri,,,,,,
Indotyphlops_tenuicollis,,,,,,
Indotyphlops_ozakiae,,,,,,
Indotyphlops_madgemintonae,,,,,,
Indotyphlops_meszoelyi,,,,,,
Indotyphlops_pushpakumara,,,,,,
Indotyphlops_schmutzi,,,,,,
Indotyphlops_tenebrarum,,,,,,
Indotyphlops_khoratensis,,,,,,
Indotyphlops_violaceus,,,,,,
Indotyphlops_leucomelas,,,,,,
Indotyphlops_lankaensis,,,,,,
Indotyphlops_veddae,,,,,,
Indotyphlops_exiguus,,,,,,
Malayotyphlops_ruficaudus,,,,,,
Malayotyphlops_koekkoeki,,,,,,
Malayotyphlops_collaris,,,,,,
Malayotyphlops_kraalii,,,,,,
Rhinotyphlops_boylei,,,,,,
Letheobia_erythraea,,,,,,
Letheobia_acutirostrata,,,,,,
Letheobia_rufescens,,,,,,
Letheobia_debilis,,,,,,
Letheobia_leucosticta,,,,,,
Letheobia_simonii,,,,,,
Letheobia_wittei,,,,,,
Letheobia_largeni,,,,,,
Afrotyphlops_manni,,,,,,
Afrotyphlops_angeli,,,,,,
Afrotyphlops_decorosus,,,,,,
Afrotyphlops_nanus,,,,,,
Typhlops_anchaurus,,,,,,
Typhlops_biminiensis,,,,,,
Typhlops_contorhinus,,,,,,
Typhlops_notorachius,,,,,,
Typhlops_anousius,,,,,,
Typhlops_satelles,,,,,,
Typhlops_perimychus,,,,,,
Typhlops_paradoxus,,,,,,
Typhlops_monensis,,,,,,
Typhlops_arator,,,,,,
Typhlops_longissimus,,,,,,
Typhlops_caymanensis,,,,,,
Typhlops_granti,,,,,,
Typhlops_hypomethes,,,,,,
Typhlops_zenkeri,,,,,,
Typhlops_platycephalus,,,,,,
Typhlops_richardi,,,,,,
Typhlops_naugus,,,,,,
Typhlops_catapontus,,,,,,
Typhlops_guadeloupensis,,,,,,
Typhlops_dominicanus,,,,,,
Typhlops_disparilis,,,,,,
Typhlops_monastus,,,,,,
Typhlops_geotomus,,,,,,
Typhlops_cariei,,,,,,
Typhlops_silus,,,,,,
Typhlops_golyathi,,,,,,
Typhlops_pachyrhinus,,,,,,
Typhlops_oxyrhinus,,,,,,
Typhlops_coecatus,,,,,,
Typhlops_agoralionis,,,,,,
Typhlops_epactius,,,,,,
Typhlops_sylleptor,,,,,,
Typhlops_leptolepis,,,,,,
Typhlops_annae,,,,,,
Amerotyphlops_yonenagae,,,,,,
Amerotyphlops_amoipira,,,,,,
Xenotyphlops_grandidieri,,,,,,
Gerrhopilus_tindalli,,,,,,
Gerrhopilus_mcdowelli,,,,,,
Gerrhopilus_oligolepis,,,,,,
Gerrhopilus_manilae,,,,,,
Gerrhopilus_thurstoni,,,,,,
Cathetorhinus_melanocephalus,,,,,,
Myriopholis_wilsoni,,,,,,
Myriopholis_yemenicus,,,,,,
Myriopholis_perreti,,,,,,
Myriopholis_natatrix,,,,,,
Leptotyphlops_nursii,,,,,,
Leptotyphlops_pungwensis,,,,,,
Leptotyphlops_howelli,,,,,,
Leptotyphlops_telloi,,,,,,
Epacrophis_reticulatus,,,,,,
Rhinoleptus_parkeri,,,,,,
Rhinoleptus_koniagui,,,,,,
Mitophis_leptipileptus,,,,,,
Rena_dissectus,,,,,,
Rena_affinis,,,,,,
Trilepida_guayaquilensis,,,,,,
Trilepida_dimidiatum,,,,,,
Siagonodon_acutirostris,,,,,,
Epictia_undecimstriata,,,,,,
Epictia_melanurus,,,,,,
Epictia_rubrolineata,,,,,,
Epictia_collaris,,,,,,
Epictia_unicolor,,,,,,
Epictia_nasalis,,,,,,
Tricheilostoma_dissimilis,,,,,,
Tricheilostoma_broadleyi,,,,,,
Tricheilostoma_greenwelli,,,,,,
Enyalioides_azulae,,,,,,
Enyalioides_binzayedi,,,,,,
Enyalioides_rudolfarndti,,,,,,
Ctenosaura_defensor,,,,,,
Ctenosaura_praeocularis,,,,,,
Ctenosaura_alfredschmidti,,,,,,
Conolophus_marthae,,,,,,
Stenocercus_squarrosus,,,,,,
Stenocercus_arndti,,,,,,
Stenocercus_chlorostictus,,,,,,
Stenocercus_dumerilii,,,,,,
Stenocercus_chinchaoensis,,,,,,
Microlophus_stolzmanni,,,,,,
Plica_kathleenae,,,,,,
Plica_pansticta,,,,,,
Tropidurus_arenarius,,,,,,
Tropidurus_mucujensis,,,,,,
Leiosaurus_jaguaris,,,,,,
Phymaturus_williamsi,,,,,,
Phymaturus_damasense,,,,,,
Phymaturus_castillensis,,,,,,
Phymaturus_excelsus,,,,,,
Phymaturus_spectabilis,,,,,,
Phymaturus_desuetus,,,,,,
Phymaturus_bibronii,,,,,,
Phymaturus_felixi,,,,,,
Phymaturus_videlai,,,,,,
Phymaturus_yachanana,,,,,,
Liolaemus_morandae,,,,,,
Liolaemus_pantherinus,,,,,,
Liolaemus_somuncurae,,,,,,
Liolaemus_uptoni,,,,,,
Liolaemus_tari,,,,,,
Liolaemus_tristis,,,,,,
Liolaemus_salinicola,,,,,,
Liolaemus_erguetae,,,,,,
Liolaemus_cranwelli,,,,,,
Liolaemus_montanus,,,,,,
Liolaemus_maldonadae,,,,,,
Liolaemus_manueli,,,,,,
Liolaemus_pyriphlogos,,,,,,
Liolaemus_riodamas,,,,,,
Liolaemus_yatel,,,,,,
Liolaemus_molinai,,,,,,
Liolaemus_caparensis,,,,,,
Liolaemus_vallecurensis,,,,,,
Liolaemus_pipanaco,,,,,,
Liolaemus_inti,,,,,,
Liolaemus_curis,,,,,,
Liolaemus_ceii,,,,,,
Liolaemus_disjunctus,,,,,,
Liolaemus_filiorum,,,,,,
Liolaemus_lopezi,,,,,,
Liolaemus_heliodermis,,,,,,
Liolaemus_montanezi,,,,,,
Liolaemus_huayra,,,,,,
Liolaemus_griseus,,,,,,
Liolaemus_chlorostictus,,,,,,
Liolaemus_yanalcu,,,,,,
Liolaemus_ramonensis,,,,,,
Liolaemus_rabinoi,,,,,,
Liolaemus_pagaburoi,,,,,,
Liolaemus_camarones,,,,,,
Liolaemus_isabelae,,,,,,
Liolaemus_orko,,,,,,
Liolaemus_melanopleurus,,,,,,
Liolaemus_porosus,,,,,,
Liolaemus_exploratorum,,,,,,
Liolaemus_vulcanus,,,,,,
Liolaemus_ubaghsi,,,,,,
Liolaemus_tulkas,,,,,,
Liolaemus_pulcherrimus,,,,,,
Leiocephalus_herminieri,,,,,,
Leiocephalus_anonymous,,,,,,
Leiocephalus_etheridgei,,,,,,
Leiocephalus_partidus,,,,,,
Anolis_lamari,,,,,,
Anolis_poei,,,,,,
Anolis_otongae,,,,,,
Anolis_carlostoddi,,,,,,
Anolis_propinquus,,,,,,
Anolis_philopunctatus,,,,,,
Anolis_deltae,,,,,,
Anolis_chocorum,,,,,,
Anolis_bellipeniculus,,,,,,
Anolis_coelestinus,,,,,,
Anolis_sierramaestrae,,,,,,
Anolis_gibbiceps,,,,,,
Anolis_ibague,,,,,,
Anolis_rhombifer,,,,,,
Anolis_eewi,,,,,,
Anolis_birama,,,,,,
Anolis_lemniscatus,,,,,,
Anolis_williamsii,,,,,,
Anolis_rodriguezi,,,,,,
Anolis_delafuentei,,,,,,
Anolis_ordinatus,,,,,,
Anolis_intermedius,,,,,,
Anolis_impetigosus,,,,,,
Anolis_scapularis,,,,,,
Anolis_wattsi,,,,,,
Anolis_whitemani,,,,,,
Anolis_haetianus,,,,,,
Anolis_breslini,,,,,,
Anolis_incredulus,,,,,,
Anolis_maynardi,,,,,,
Anolis_oporinus,,,,,,
Anolis_toldo,,,,,,
Urosaurus_nigricaudus,,,,,,
Urosaurus_irregularis,,,,,,
Sceloporus_caeruleus,,,,,,
Sceloporus_becki,,,,,,
Phrynosoma_wigginsi,,,,,,
Hypsilurus_spinipes,,,,,,
Hypsilurus_dilophus,,,,,,
Hypsilurus_boydii,,,,,,
Hypsilurus_tenuicephalus,,,,,,
Hypsilurus_ornatus,,,,,,
Diporiphora_arnhemica,,,,,,
Lophognathus_longirostris,,,,,,
Lophognathus_maculilabris,,,,,,
Lophognathus_burnsi,,,,,,
Thaumatorhynchus_brooksi,,,,,,
Oriocalotes_paulus,,,,,,
Coryphophylax_brevicaudus,,,,,,
Bronchocela_orlovi,,,,,,
Gonocephalus_mjobergi,,,,,,
Pseudocophotis_sumatrana,,,,,,
Pseudocophotis_kontumensis,,,,,,
Phoxophrys_spiniceps,,,,,,
Phoxophrys_nigrilabris,,,,,,
Phoxophrys_cephalum,,,,,,
Phoxophrys_borneensis,,,,,,
Calotes_bhutanensis,,,,,,
Calotes_nigriplicatus,,,,,,
Calotes_rouxii,,,,,,
Calotes_ellioti,,,,,,
Calotes_manamendrai,,,,,,
Calotes_aurantolabium,,,,,,
Acanthosaura_brachypoda,,,,,,
Gonocephalus_robinsonii,,,,,,
Japalura_yulongensis,,,,,,
Japalura_makii,,,,,,
Japalura_splendida,,,,,,
Japalura_planidorsata,,,,,,
Japalura_luei,,,,,,
Japalura_flaviceps,,,,,,
Japalura_brevipes,,,,,,
Japalura_zhaoermii,,,,,,
Japalura_chapaensis,,,,,,
Japalura_otai,,,,,,
Japalura_fasciata,,,,,,
Japalura_yunnanensis,,,,,,
Japalura_polygonata,,,,,,
Japalura_varcoae,,,,,,
Japalura_batangensis,,,,,,
Japalura_brevicauda,,,,,,
Japalura_hamptoni,,,,,,
Japalura_grahami,,,,,,
Japalura_dymondi,,,,,,
Japalura_swinhonis,,,,,,
Japalura_micangshanensis,,,,,,
Pseudocalotes_dringi,,,,,,
Pseudocalotes_rhammanotus,,,,,,
Pseudocalotes_guttalineatus,,,,,,
Pseudocalotes_saravacensis,,,,,,
Pseudocalotes_larutensis,,,,,,
Pseudocalotes_austeniana,,,,,,
Pseudocalotes_flavigula,,,,,,
Harpesaurus_modiglianii,,,,,,
Harpesaurus_beccarii,,,,,,
Harpesaurus_ensicauda,,,,,,
Harpesaurus_tricinctus,,,,,,
Salea_gularis,,,,,,
Complicitus_nigrigularis,,,,,,
Sitana_schleichi,,,,,,
Sitana_fusca,,,,,,
Draco_iskandari,,,,,,
Draco_bourouniensis,,,,,,
Draco_supriatnai,,,,,,
Japalura_dasi,,,,,,
Trapelus_schmitzi,,,,,,
Trapelus_jayakari,,,,,,
Xenagama_batillifera,,,,,,
Agama_sylvana,,,,,,
Agama_hartmanni,,,,,,
Agama_bottegi,,,,,,
Agama_cristata,,,,,,
Phrynocephalus_raddei,,,,,,
Phrynocephalus_ahvazicus,,,,,,
Phrynocephalus_erythrurus,,,,,,
Laudakia_papenfussi,,,,,,
Laudakia_dayana,,,,,,
Laudakia_wui,,,,,,
Brachysaura_minor,,,,,,
Paralaudakia_bochariensis,,,,,,
Paralaudakia_badakhshana,,,,,,
Uromastyx_alfredschmidti,,,,,,
Uromastyx_occidentalis,,,,,,
Uromastyx_yemenensis,,,,,,
Uromastyx_shobraki,,,,,,
Palleon_lolontany,,,,,,
Brookesia_karchei,,,,,,
Brookesia_bekolosy,,,,,,
Brookesia_lambertoni,,,,,,
Rhampholeon_beraduccii,,,,,,
Rhampholeon_maspictus,,,,,,
Furcifer_tuzetae,,,,,,
Calumma_peyrierasi,,,,,,
Calumma_jejy,,,,,,
Calumma_vatosoa,,,,,,
Calumma_hafahafa,,,,,,
Calumma_tsycorne,,,,,,
Calumma_vencesi,,,,,,
Calumma_tarzan,,,,,,
Calumma_andringitraense,,,,,,
Trioceros_perreti,,,,,,
Trioceros_eisentrauti,,,,,,
Trioceros_ntunte,,,,,,
Trioceros_schoutedeni,,,,,,
Trioceros_nyirit,,,,,,
Kinyongia_asheorum,,,,,,
Kinyongia_vanheygeni,,,,,,
Anguis_incomptus,,,,,,
Dopasia_hainanensis,,,,,,
Dopasia_wegneri,,,,,,
Ophisaurus_koellikeri,,,,,,
Abronia_fimbriata,,,,,,
Mesaspis_monticola,,,,,,
Mesaspis_juarezi,,,,,,
Mesaspis_gadovii,,,,,,
Mesaspis_viridiflava,,,,,,
Mesaspis_antauges,,,,,,
Abronia_meledona,,,,,,
Gerrhonotus_farri,,,,,,
Coloptychon_rhombifer,,,,,,
Ophiodes_yacupoi,,,,,,
Diploglossus_garridoi,,,,,,
Celestus_carraui,,,,,,
Diploglossus_owenii,,,,,,
Diploglossus_ingridae,,,,,,
Diploglossus_microcephalus,,,,,,
Diploglossus_microlepis,,,,,,
Diploglossus_legnotus,,,,,,
Celestus_adercus,,,,,,
Celestus_bivittatus,,,,,,
Celestus_scansorius,,,,,,
Celestus_montanus,,,,,,
Xenosaurus_penai,,,,,,
Xenosaurus_mendozai,,,,,,
Varanus_reisingeri,,,,,,
Varanus_obor,,,,,,
Varanus_zugorum,,,,,,
Varanus_finschi,,,,,,
Varanus_macraei,,,,,,
Varanus_boehmei,,,,,,
Varanus_telenesetes,,,,,,
Varanus_ornatus,,,,,,
Blanus_mariae,,,,,,
Ancylocranium_somalicum,,,,,,
Baikia_africana,,,,,,
Dalophia_luluae,,,,,,
Dalophia_gigantea,,,,,,
Monopeltis_perplexus,,,,,,
Monopeltis_remaclei,,,,,,
Monopeltis_zambezensis,,,,,,
Monopeltis_scalper,,,,,,
Monopeltis_kabindae,,,,,,
Monopeltis_vanderysti,,,,,,
Monopeltis_adercae,,,,,,
Monopeltis_welwitschii,,,,,,
Loveridgea_phylofiniens,,,,,,
Amphisbaena_lumbricalis,,,,,,
Amphisbaena_trachura,,,,,,
Amphisbaena_stejnegeri,,,,,,
Amphisbaena_myersi,,,,,,
Amphisbaena_scutigerum,,,,,,
Amphisbaena_leali,,,,,,
Amphisbaena_heterozonata,,,,,,
Amphisbaena_sanctaeritae,,,,,,
Amphisbaena_maximus,,,,,,
Amphisbaena_maranhensis,,,,,,
Amphisbaena_polystegum,,,,,,
Amphisbaena_albocingulata,,,,,,
Amphisbaena_neglecta,,,,,,
Amphisbaena_polygrammica,,,,,,
Amphisbaena_infraorbitale,,,,,,
Amphisbaena_microcephalum,,,,,,
Amphisbaena_bilabialatus,,,,,,
Amphisbaena_darwini,,,,,,
Amphisbaena_acrobeles,,,,,,
Amphisbaena_ibijara,,,,,,
Amphisbaena_arda,,,,,,
Amphisbaena_crisae,,,,,,
Amphisbaena_wuchereri,,,,,,
Amphisbaena_cegei,,,,,,
Amphisbaena_amazonica,,,,,,
Amphisbaena_wiedi,,,,,,
Amphisbaena_kisteumacheri,,,,,,
Amphisbaena_borelli,,,,,,
Amphisbaena_kraoh,,,,,,
Amphisbaena_saxosa,,,,,,
Amphisbaena_cerradensis,,,,,,
Amphisbaena_persephone,,,,,,
Amphisbaena_octostegum,,,,,,
Amphisbaena_carli,,,,,,
Amphisbaena_arenaria,,,,,,
Amphisbaena_tragorrhectes,,,,,,
Amphisbaena_caiari,,,,,,
Amphisbaena_bassleri,,,,,,
Amphisbaena_supernumeraria,,,,,,
Amphisbaena_varia,,,,,,
Amphisbaena_rozei,,,,,,
Amphisbaena_bahiana,,,,,,
Amphisbaena_uroxena,,,,,,
Amphisbaena_mensae,,,,,,
Amphisbaena_miringoera,,,,,,
Cynisca_muelleri,,,,,,
Cynisca_schaeferi,,,,,,
Cynisca_kigomensis,,,,,,
Cynisca_williamsi,,,,,,
Cynisca_gansi,,,,,,
Cynisca_oligopholis,,,,,,
Cynisca_nigeriensis,,,,,,
Cynisca_haugi,,,,,,
Cynisca_degrysi,,,,,,
Mesobaena_rhachicephala,,,,,,
Zygaspis_dolichomenta,,,,,,
Podarcis_raffoneae,,,,,,
Podarcis_levendis,,,,,,
Takydromus_madaensis,,,,,,
Takydromus_hani,,,,,,
Takydromus_haughtonianus,,,,,,
Takydromus_sikkimensis,,,,,,
Darevskia_pontica,,,,,,
Darevskia_dryada,,,,,,
Darevskia_rostombekovi,,,,,,
Anatololacerta_budaki,,,,,,
Lacerta_mostoufii,,,,,,
Latastia_cherchii,,,,,,
Latastia_siebenrocki,,,,,,
Latastia_carinata,,,,,,
Pseuderemias_erythrosticta,,,,,,
Meroles_squamulosa,,,,,,
Ichnotropis_chapini,,,,,,
Ichnotropis_tanganicana,,,,,,
Ichnotropis_grandiceps,,,,,,
Ichnotropis_microlepidota,,,,,,
Pedioplanis_huntleyi,,,,,,
Ophisops_minor,,,,,,
Acanthodactylus_orientalis,,,,,,
Acanthodactylus_lineomaculatus,,,,,,
Acanthodactylus_scutellatus,,,,,,
Acanthodactylus_ahmaddisii,,,,,,
Mesalina_ercolinii,,,,,,
Eremias_kokshaaliensis,,,,,,
Eremias_montanus,,,,,,
Eremias_afghanistanica,,,,,,
Eremias_quadrifrons,,,,,,
Eremias_buechneri,,,,,,
Eremias_novo,,,,,,
Eremias_yarkandensis,,,,,,
Kaieteurosaurus_hindsi,,,,,,
Adercosaurus_vixadnexus,,,,,,
Leposoma_southi,,,,,,
Leposoma_rugiceps,,,,,,
Leposoma_ioanna,,,,,,
Leposoma_guianense,,,,,,
Leposoma_snethlageae,,,,,,
Leposoma_caparensis,,,,,,
Leposoma_percarinatum,,,,,,
Leposoma_hexalepis,,,,,,
Leposoma_parietale,,,,,,
Leposoma_ferreirai,,,,,,
Leposoma_osvaldoi,,,,,,
Marinussaurus_curupira,,,,,,
Colobosauroides_carvalhoi,,,,,,
Leposoma_nanodactylus,,,,,,
Leposoma_sinepollex,,,,,,
Leposoma_puk,,,,,,
Arthrosaura_montigena,,,,,,
Arthrosaura_testigensis,,,,,,
Arthrosaura_guianensis,,,,,,
Arthrosaura_hoogmoedi,,,,,,
Euspondylus_rahmi,,,,,,
Euspondylus_oreades,,,,,,
Euspondylus_spinalis,,,,,,
Euspondylus_monsfumus,,,,,,
Euspondylus_josyi,,,,,,
Petracola_labioocularis,,,,,,
Proctoporus_cephalolineatus,,,,,,
Proctoporus_unsaacae,,,,,,
Potamites_ocellatus,,,,,,
Potamites_erythrocularis,,,,,,
Potamites_apodemus,,,,,,
Potamites_flavogularis,,,,,,
Potamites_cochranae,,,,,,
Potamites_montanicola,,,,,,
Cercosaura_steyeri,,,,,,
Cercosaura_nigroventris,,,,,,
Cercosaura_vertebralis,,,,,,
Cercosaura_dicra,,,,,,
Cercosaura_phelpsorum,,,,,,
Anadia_mcdiarmidi,,,,,,
Anadia_pariaensis,,,,,,
Anadia_escalerae,,,,,,
Anadia_altaserrania,,,,,,
Anadia_hobarti,,,,,,
Anadia_blakei,,,,,,
Anadia_bumanguesa,,,,,,
Pholidobolus_anomalus,,,,,,
Pholidobolus_hillisi,,,,,,
Teuchocercus_keyi,,,,,,
Riama_aurea,,,,,,
Riama_stellae,,,,,,
Riama_kiziriani,,,,,,
Riama_laudahnae,,,,,,
Riama_yumborum,,,,,,
Riama_inanis,,,,,,
Riama_petrorum,,,,,,
Riama_vieta,,,,,,
Riama_afrania,,,,,,
Riama_balneator,,,,,,
Riama_achlyens,,,,,,
Riama_shrevei,,,,,,
Riama_hyposticta,,,,,,
Riama_laevis,,,,,,
Riama_rhodogaster,,,,,,
Riama_luctuosa,,,,,,
Riama_crypta,,,,,,
Riama_oculata,,,,,,
Placosoma_cipoense,,,,,,
Echinosaura_sulcarostrum,,,,,,
Bachia_psamophila,,,,,,
Bachia_scaea,,,,,,
Bachia_micromela,,,,,,
Bachia_oxyrhina,,,,,,
Bachia_didactyla,,,,,,
Vanzosaura_multiscutatus,,,,,,
Psilophthalmus_paeminosus,,,,,,
Gymnophthalmus_pleei,,,,,,
Gymnophthalmus_cryptus,,,,,,
Calyptommatus_confusionibus,,,,,,
Scriptosaura_catimbau,,,,,,
Heterodactylus_septentrionalis,,,,,,
Heterodactylus_lundii,,,,,,
Alexandresaurus_camacan,,,,,,
Stenolepis_ridleyi,,,,,,
Acratosaura_spinosa,,,,,,
Riolama_uzzelli,,,,,,
Riolama_luridiventris,,,,,,
Ptychoglossus_danieli,,,,,,
Ptychoglossus_eurylepis,,,,,,
Ptychoglossus_nicefori,,,,,,
Ptychoglossus_festae,,,,,,
Ptychoglossus_vallensis,,,,,,
Ptychoglossus_kugleri,,,,,,
Ptychoglossus_gorgonae,,,,,,
Ptychoglossus_brevifrontalis,,,,,,
Ptychoglossus_grandisquamatus,,,,,,
Ptychoglossus_bilineatus,,,,,,
Ptychoglossus_romaleos,,,,,,
Ptychoglossus_myersi,,,,,,
Ameiva_taeniura,,,,,,
Ameiva_maynardi,,,,,,
Ameiva_lineolata,,,,,,
Ameiva_corvina,,,,,,
Ameiva_cineracea,,,,,,
Ameiva_chrysolaema,,,,,,
Ameiva_dorsalis,,,,,,
Ameiva_auberi,,,,,,
Ameiva_exsul,,,,,,
Ameiva_wetmorei,,,,,,
Ameiva_polops,,,,,,
Ameiva_fuscata,,,,,,
Ameiva_pluvianotata,,,,,,
Ameiva_major,,,,,,
Ameiva_griswoldi,,,,,,
Ameiva_plei,,,,,,
Ameiva_corax,,,,,,
Ameiva_atrata,,,,,,
Aspidoscelis_xanthonota,,,,,,
Aspidoscelis_picta,,,,,,
Aspidoscelis_inornata,,,,,,
Aspidoscelis_sexlineata,,,,,,
Aspidoscelis_mexicana,,,,,,
Aspidoscelis_stictogramma,,,,,,
Aspidoscelis_cozumelae,,,,,,
Aspidoscelis_costata,,,,,,
Aspidoscelis_guttata,,,,,,
Aspidoscelis_hyperythra,,,,,,
Aspidoscelis_maxima,,,,,,
Aspidoscelis_neomexicana,,,,,,
Aspidoscelis_tesselata,,,,,,
Aspidoscelis_lineattissima,,,,,,
Aspidoscelis_neotesselata,,,,,,
Aspidoscelis_parvisocia,,,,,,
Aspidoscelis_flagellicauda,,,,,,
Aspidoscelis_deppei,,,,,,
Aspidoscelis_marmorata,,,,,,
Kentropyx_lagartija,,,,,,
Cnemidophorus_flavissimus,,,,,,
Cnemidophorus_martyris,,,,,,
Ameivula_venetacauda,,,,,,
Ameivula_littoralis,,,,,,
Ameivula_abaetensis,,,,,,
Ameivula_cyanura,,,,,,
Ameivula_confusioniba,,,,,,
Ameiva_concolor,,,,,,
Ameiva_provitaae,,,,,,
Ameiva_jacuba,,,,,,
Lepidophyma_cuicateca,,,,,,
Tetradactylus_udzungwensis,,,,,,
Zonosaurus_anelanelany,,,,,,
Platysaurus_pungweensis,,,,,,
Smaug_regius,,,,,,
Cordylus_nyikae,,,,,,
Cordylus_aridus,,,,,,
Cordylus_rivae,,,,,,
Cordylus_meculae,,,,,,
Cordylus_angolensis,,,,,,
Cyclodomorphus_maxima,,,,,,
Hemisphaeriodon_gerrardii,,,,,,
Eutropis_novemcarinata,,,,,,
Trachylepis_aurata,,,,,,
Trachylepis_vittata,,,,,,
Mabuya_cochonae,,,,,,
Mabuya_grandisterrae,,,,,,
Mabuya_guadeloupae,,,,,,
Alinea_lanceolata,,,,,,
Alinea_pergravis,,,,,,
Alinea_berengerae,,,,,,
Spondylurus_monitae,,,,,,
Spondylurus_turksae,,,,,,
Spondylurus_spilonotus,,,,,,
Spondylurus_magnacruzae,,,,,,
Vietnascincus_rugosus,,,,,,
Copeoglossum_redondae,,,,,,
Eumecia_johnstoni,,,,,,
Chioninia_geisthardti,,,,,,
Trachylepis_cristinae,,,,,,
Trachylepis_loluiensis,,,,,,
Trachylepis_septemtaeniata,,,,,,
Trachylepis_infralineata,,,,,,
Trachylepis_nancycoutuae,,,,,,
Trachylepis_ferrarai,,,,,,
Trachylepis_betsileana,,,,,,
Trachylepis_ivensii,,,,,,
Trachylepis_angolensis,,,,,,
Dasia_subcaeruleum,,,,,,
Capitellum_mariagalantae,,,,,,
Capitellum_parvicruzae,,,,,,
Capitellum_metallicum,,,,,,
Eutropis_darevskii,,,,,,
Lamprolepis_vyneri,,,,,,
Lamprolepis_leucosticta,,,,,,
Eutropis_chapaensis,,,,,,
Eutropis_innotata,,,,,,
Eutropis_floweri,,,,,,
Eutropis_beddomii,,,,,,
Eutropis_quadratilobus,,,,,,
Eutropis_grandis,,,,,,
Eutropis_gansi,,,,,,
Lankascincus_greeri,,,,,,
Lankascincus_deraniyagalae,,,,,,
Lankascincus_munindradasai,,,,,,
Lygosoma_anguinum,,,,,,
Lygosoma_pruthi,,,,,,
Lygosoma_herberti,,,,,,
Lygosoma_mafianum,,,,,,
Lygosoma_bowringii,,,,,,
Lygosoma_singha,,,,,,
Lygosoma_lanceolatum,,,,,,
Mochlus_mabuiiforme,,,,,,
Mochlus_grandisonianum,,,,,,
Mochlus_productum,,,,,,
Mochlus_paedocarinatum,,,,,,
Mochlus_afer,,,,,,
Mochlus_sundevalli,,,,,,
Mochlus_simonettai,,,,,,
Mochlus_mocquardi,,,,,,
Mochlus_somalicum,,,,,,
Lygosoma_lineolatum,,,,,,
Lygosoma_corpulentum,,,,,,
Lygosoma_ashwamedhi,,,,,,
Lygosoma_frontoparietale,,,,,,
Lygosoma_popae,,,,,,
Lygosoma_laeviceps,,,,,,
Lygosoma_boehmei,,,,,,
Lygosoma_pembanum,,,,,,
Lygosoma_vosmaeri,,,,,,
Lygosoma_lineata,,,,,,
Lygosoma_carinatum,,,,,,
Lygosoma_guentheri,,,,,,
Lygosoma_goaensis,,,,,,
Lygosoma_albopunctata,,,,,,
Lygosoma_chaperi,,,,,,
Lepidothyris_striatus,,,,,,
Lepidothyris_hinkeli,,,,,,
Lepidothyris_fernandi,,,,,,
Lygosoma_veunsaiensis,,,,,,
Lygosoma_opisthorhodum,,,,,,
Haackgreerius_miopus,,,,,,
Ablepharus_lindbergi,,,,,,
Asymblepharus_mahabharatus,,,,,,
Asymblepharus_nepalensis,,,,,,
Asymblepharus_tragbulense,,,,,,
Asymblepharus_eremchenkoi,,,,,,
Panaspis_tancredi,,,,,,
Panaspis_burgeoni,,,,,,
Panaspis_helleri,,,,,,
Panaspis_nimbaensis,,,,,,
Afroablepharus_wahlbergi,,,,,,
Afroablepharus_duruarum,,,,,,
Afroablepharus_seydeli,,,,,,
Afroablepharus_wilsoni,,,,,,
Afroablepharus_africanus,,,,,,
Afroablepharus_maculicollis,,,,,,
Afroablepharus_annobonensis,,,,,,
Bassiana_duperreyi,,,,,,
Bassiana_platynota,,,,,,
Bassiana_trilineata,,,,,,
Proablepharus_kinghorni,,,,,,
Proablepharus_naranjicaudus,,,,,,
Proablepharus_barrylyoni,,,,,,
Carlia_rimula,,,,,,
Carlia_sukur,,,,,,
Lygisaurus_abscondita,,,,,,
Niveoscincus_greeni,,,,,,
Niveoscincus_orocryptus,,,,,,
Niveoscincus_pretiosus,,,,,,
Niveoscincus_metallicus,,,,,,
Niveoscincus_ocellatus,,,,,,
Niveoscincus_palfreymani,,,,,,
Niveoscincus_microlepidotus,,,,,,
Niveoscincus_coventryi,,,,,,
Lobulia_stellaris,,,,,,
Lobulia_alpina,,,,,,
Lobulia_glacialis,,,,,,
Lobulia_subalpina,,,,,,
Cryptoblepharus_ahli,,,,,,
Emoia_ahli,,,,,,
Emoia_digul,,,,,,
Emoia_nativittatis,,,,,,
Emoia_lawesi,,,,,,
Emoia_laobaoense,,,,,,
Menetia_amaura,,,,,,
Lioscincus_novaecaledoniae,,,,,,
Nannoscincus_rankini,,,,,,
Marmorosphax_kaala,,,,,,
Marmorosphax_boulinda,,,,,,
Marmorosphax_taom,,,,,,
Lioscincus_greeri,,,,,,
Simiscincus_aurantiacus,,,,,,
Caledoniscincus_constellatus,,,,,,
Caledoniscincus_pelletieri,,,,,,
Caledoniscincus_cryptos,,,,,,
Cophoscincopus_senegalensis,,,,,,
Lioscincus_nigrofasciolatum,,,,,,
Lioscincus_maruia,,,,,,
Lioscincus_tillieri,,,,,,
Tachygyia_microlepis,,,,,,
