Tree_Sp_Name	Eq_0	Eq_1	Eq_2	Eq_3	Eq_4
Gonyosoma_frenatum	Herpetrodryas_frenatus	Coluber_frenatus	Rhadinophis_frenatus	Elaphe_frenata	Rhadinophis_frenata
