Tree_Sp_Name	Eq_0	Eq_1	Eq_2	Eq_3
Cyclophiops_semicarinatus	Ptyas_semicarinata	Eurypholis_semicarinatus	Liopeltis_semicarinatus	Entechinus_semicarinatus
