Tree_Sp_Name	Eq_0	Eq_1	Eq_2	Eq_3	Eq_4	Eq_5	Eq_6	Eq_7	Eq_8	Eq_9	Eq_10	Eq_11	Eq_12	Eq_13	Eq_14	Curr_Name
Coelognathus_enganensis	Coluber_enganensis	Gonyosoma_enganensis	Coelognathus_enganensis
Euprepiophis_perlacea	Elaphe_perlacea	Euprepiophis_perlaceus
Orthriophis_taeniurus	Coluber_friesi	Coluber_nuthalli	Coluber_nuthalli	Coluber_schmackeri	Coluber_taeniurus_pallidus	Coluber_taeniurus_friesi	Coluber_vaillanti	Compsosoma_leopardum	Elaphe_taeniurus	Elaphis_grabowskyi	Elaphis_yunnanensis	Orthriophis_taeniurus	Orthriophis_taeniurus_callicyanous	Orthriophis_taeniurus_helfenbergeri	Elaphe_taeniura
